Rk,G,Date,H_A,Opp_Team,W_L,Tm,Opp,FG,FGA,FGper,3P,3PA,3Pper,FT,FTA,FTper,ORB,TRB,AST,STL,BLK,TOV,PF,Blank,Opp_FG,Opp_FGA,Opp_FGper,Opp_3P,Opp_3PA,Opp_3Pper,Opp_FT,Opp_FTA,Opp_FTper,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,nba_season,gamelog_team
28,28,2021-12-12,@,NYK,W,112,97,42,88,.477,14,41,.341,14,17,.824,12,46,27,11,1,15,12,NA,35,82,.427,17,49,.347,10,13,.769,8,37,27,12,2,16,16,2022,MIL
29,29,2021-12-13,@,BOS,L,103,117,40,90,.444,11,36,.306,12,15,.800,11,45,22,8,3,13,14,NA,43,86,.500,20,47,.426,11,13,.846,7,40,31,6,5,11,15,2022,MIL
30,30,2021-12-15,,IND,W,114,99,44,90,.489,14,29,.483,12,15,.800,10,38,25,10,3,8,11,NA,39,83,.470,11,38,.289,10,11,.909,11,45,24,6,6,18,16,2022,MIL
31,31,2021-12-17,@,NOP,L,112,116,45,104,.433,14,47,.298,8,10,.800,12,44,16,12,5,13,19,NA,42,89,.472,13,37,.351,19,30,.633,13,57,34,10,3,20,13,2022,MIL
32,32,2021-12-18,,CLE,L,90,119,35,89,.393,12,38,.316,8,11,.727,13,44,18,8,4,17,15,NA,45,90,.500,16,45,.356,13,14,.929,9,46,36,11,3,13,13,2022,MIL
33,33,2021-12-22,,HOU,W,126,106,45,103,.437,17,46,.370,19,21,.905,14,48,25,8,2,5,24,NA,36,86,.419,13,45,.289,21,31,.677,13,52,23,0,7,15,21,2022,MIL
34,34,2021-12-23,@,DAL,W,102,95,37,82,.451,10,36,.278,18,22,.818,6,47,26,7,5,12,16,NA,35,86,.407,12,45,.267,13,17,.765,8,43,25,6,2,11,21,2022,MIL
35,35,2021-12-25,,BOS,W,117,113,43,91,.473,12,33,.364,19,27,.704,15,48,24,7,6,13,20,NA,38,89,.427,17,45,.378,20,24,.833,11,44,24,9,8,14,23,2022,MIL
36,36,2021-12-28,@,ORL,W,127,110,47,85,.553,17,37,.459,16,22,.727,7,40,31,4,3,12,20,NA,38,83,.458,12,39,.308,22,26,.846,7,37,24,7,4,13,25,2022,MIL
37,37,2021-12-30,@,ORL,W,136,118,45,91,.495,13,33,.394,33,36,.917,14,50,24,7,6,13,19,NA,42,87,.483,13,36,.361,21,27,.778,6,33,26,5,1,10,26,2022,MIL
38,38,2022-01-01,,NOP,W,136,113,49,92,.533,23,48,.479,15,18,.833,4,48,27,10,4,13,20,NA,39,95,.411,16,51,.314,19,30,.633,14,50,28,10,5,15,16,2022,MIL
39,39,2022-01-03,,DET,L,106,115,39,92,.424,11,46,.239,17,22,.773,11,47,21,9,2,8,12,NA,44,91,.484,18,43,.419,9,14,.643,9,47,31,6,1,13,21,2022,MIL
40,40,2022-01-05,,TOR,L,111,117,38,85,.447,17,39,.436,18,26,.692,9,45,22,10,8,17,18,NA,42,89,.472,16,36,.444,17,25,.680,10,44,24,8,4,14,20,2022,MIL
41,41,2022-01-07,@,BRK,W,121,109,44,96,.458,16,45,.356,17,21,.810,13,45,21,6,3,10,20,NA,42,92,.457,6,27,.222,19,20,.950,14,49,23,8,5,10,16,2022,MIL
42,42,2022-01-08,@,CHO,L,106,114,35,90,.389,12,37,.324,24,26,.923,14,53,21,6,4,15,20,NA,44,99,.444,16,48,.333,10,17,.588,13,49,29,10,3,10,25,2022,MIL
43,43,2022-01-10,@,CHO,L,99,103,37,84,.440,13,43,.302,12,16,.750,7,48,25,7,2,20,17,NA,38,96,.396,13,44,.295,14,16,.875,13,48,23,12,3,14,16,2022,MIL
44,44,2022-01-13,,GSW,W,118,99,44,86,.512,18,41,.439,12,18,.667,5,54,29,10,7,16,16,NA,33,95,.347,16,48,.333,17,24,.708,12,49,20,9,2,15,15,2022,MIL
45,45,2022-01-15,,TOR,L,96,103,26,77,.338,12,39,.308,32,35,.914,9,41,19,8,8,13,23,NA,40,91,.440,12,35,.343,11,20,.550,16,50,25,7,8,14,25,2022,MIL
46,46,2022-01-17,@,ATL,L,114,121,39,88,.443,16,38,.421,20,24,.833,9,42,21,8,4,13,28,NA,38,86,.442,15,36,.417,30,32,.938,10,46,25,7,8,13,18,2022,MIL
47,47,2022-01-19,,MEM,W,126,114,46,97,.474,13,37,.351,21,22,.955,13,56,29,7,6,15,21,NA,44,106,.415,9,40,.225,17,25,.680,16,47,26,10,8,9,20,2022,MIL
48,48,2022-01-21,,CHI,W,94,90,34,88,.386,6,31,.194,20,28,.714,11,53,20,3,3,8,17,NA,31,85,.365,7,38,.184,21,24,.875,6,49,21,4,4,8,21,2022,MIL
49,49,2022-01-22,,SAC,W,133,127,45,91,.495,21,42,.500,22,25,.880,9,43,19,12,0,7,14,NA,51,97,.526,15,37,.405,10,16,.625,13,48,29,4,2,14,20,2022,MIL
50,50,2022-01-26,@,CLE,L,99,115,37,80,.463,9,32,.281,16,18,.889,10,41,22,7,3,19,19,NA,41,87,.471,19,42,.452,14,17,.824,12,41,27,11,3,12,19,2022,MIL
51,51,2022-01-28,,NYK,W,123,108,41,89,.461,14,43,.326,27,31,.871,11,47,27,11,1,12,24,NA,39,84,.464,14,40,.350,16,28,.571,11,45,21,6,4,14,23,2022,MIL
52,52,2022-01-30,,DEN,L,100,136,37,78,.474,10,30,.333,16,22,.727,6,32,23,6,3,15,10,NA,53,88,.602,23,43,.535,7,10,.700,6,41,39,8,3,9,15,2022,MIL
53,53,2022-02-01,,WAS,W,112,98,46,92,.500,12,38,.316,8,9,.889,8,44,26,7,2,9,17,NA,36,82,.439,12,35,.343,14,20,.700,7,40,22,4,5,12,16,2022,MIL
54,54,2022-02-05,@,POR,W,137,108,49,92,.533,23,50,.460,16,22,.727,10,44,36,9,6,10,18,NA,41,85,.482,14,45,.311,12,21,.571,9,38,25,6,6,16,18,2022,MIL
55,55,2022-02-06,@,LAC,W,137,113,48,88,.545,19,38,.500,22,27,.815,7,50,28,6,4,10,15,NA,40,96,.417,18,46,.391,15,16,.938,10,44,26,6,2,10,20,2022,MIL
56,56,2022-02-08,@,LAL,W,131,116,52,96,.542,15,36,.417,12,20,.600,11,42,31,10,4,11,24,NA,44,85,.518,10,32,.313,18,30,.600,12,41,28,7,6,16,20,2022,MIL
57,57,2022-02-10,@,PHO,L,107,131,40,88,.455,10,38,.263,17,25,.680,11,39,18,6,4,14,22,NA,51,90,.567,9,30,.300,20,29,.690,9,43,35,10,2,8,22,2022,MIL
58,58,2022-02-14,,POR,L,107,122,38,89,.427,13,41,.317,18,24,.750,6,43,18,8,3,13,18,NA,45,99,.455,18,43,.419,14,19,.737,14,58,30,8,6,13,19,2022,MIL
59,59,2022-02-15,,IND,W,128,119,48,86,.558,10,29,.345,22,30,.733,9,47,28,7,0,13,17,NA,47,93,.505,17,41,.415,8,19,.421,10,41,32,8,2,12,23,2022,MIL
60,60,2022-02-17,,PHI,L,120,123,42,95,.442,14,44,.318,22,28,.786,12,44,20,5,1,7,22,NA,44,88,.500,12,34,.353,23,27,.852,9,46,21,2,2,12,23,2022,MIL
61,61,2022-02-26,,BRK,L,123,126,41,78,.526,16,38,.421,25,38,.658,4,43,24,4,0,14,26,NA,44,92,.478,13,34,.382,25,33,.758,12,40,24,7,5,7,24,2022,MIL
62,62,2022-02-28,,CHO,W,130,106,40,91,.440,18,45,.400,32,37,.865,17,62,25,4,5,13,28,NA,36,93,.387,14,39,.359,20,32,.625,9,40,22,6,1,8,27,2022,MIL
63,63,2022-03-02,,MIA,W,120,119,41,91,.451,14,36,.389,24,27,.889,11,52,22,7,3,12,16,NA,44,97,.454,21,44,.477,10,12,.833,9,48,28,9,4,10,22,2022,MIL
64,64,2022-03-04,@,CHI,W,118,112,43,88,.489,10,31,.323,22,33,.667,12,50,20,5,5,13,18,NA,47,94,.500,10,26,.385,8,11,.727,5,40,25,5,2,12,23,2022,MIL
65,65,2022-03-06,,PHO,W,132,122,47,87,.540,15,32,.469,23,29,.793,14,48,31,9,6,14,19,NA,50,93,.538,14,31,.452,8,11,.727,6,27,33,8,4,11,20,2022,MIL
66,66,2022-03-08,@,OKC,W,142,115,53,100,.530,20,40,.500,16,20,.800,16,53,35,10,4,13,18,NA,42,84,.500,16,39,.410,15,21,.714,6,36,26,6,5,15,20,2022,MIL
67,67,2022-03-09,,ATL,W,124,115,47,94,.500,12,35,.343,18,23,.783,11,50,24,7,2,8,19,NA,43,86,.500,11,38,.289,18,22,.818,7,44,26,6,3,9,20,2022,MIL
68,68,2022-03-12,@,GSW,L,109,122,38,92,.413,17,44,.386,16,23,.696,8,39,27,8,2,4,16,NA,45,93,.484,18,45,.400,14,15,.933,12,55,33,3,7,10,19,2022,MIL
69,69,2022-03-14,@,UTA,W,117,111,40,86,.465,12,31,.387,25,29,.862,6,42,21,10,3,12,19,NA,37,93,.398,17,48,.354,20,24,.833,13,45,21,7,4,13,23,2022,MIL
70,70,2022-03-16,@,SAC,W,135,126,47,89,.528,18,35,.514,23,32,.719,8,47,21,12,3,11,19,NA,46,94,.489,16,43,.372,18,21,.857,7,39,27,8,5,15,21,2022,MIL
71,71,2022-03-19,@,MIN,L,119,138,43,97,.443,19,52,.365,14,17,.824,14,51,27,6,4,14,18,NA,47,92,.511,22,47,.468,22,26,.846,8,44,30,12,2,11,19,2022,MIL
72,72,2022-03-22,,CHI,W,126,98,50,82,.610,12,28,.429,14,20,.700,5,53,26,4,6,14,12,NA,39,92,.424,13,33,.394,7,13,.538,5,33,21,9,4,7,12,2022,MIL
73,73,2022-03-24,,WAS,W,114,102,42,81,.519,16,35,.457,14,16,.875,4,41,23,5,2,15,17,NA,43,92,.467,11,38,.289,5,9,.556,12,41,25,9,1,11,17,2022,MIL
74,74,2022-03-26,@,MEM,L,102,127,37,93,.398,7,32,.219,21,26,.808,14,46,19,4,7,13,21,NA,49,102,.480,13,37,.351,16,23,.696,16,54,30,10,9,8,19,2022,MIL
75,75,2022-03-29,@,PHI,W,118,116,44,88,.500,14,38,.368,16,23,.696,9,48,26,5,4,10,17,NA,43,89,.483,16,41,.390,14,18,.778,5,40,28,7,3,8,19,2022,MIL
76,76,2022-03-31,@,BRK,W,120,119,40,89,.449,12,41,.293,28,34,.824,11,57,17,12,3,22,14,NA,45,97,.464,18,37,.486,11,16,.688,5,41,31,12,7,16,25,2022,MIL
77,77,2022-04-01,,LAC,L,119,153,50,94,.532,8,25,.320,11,18,.611,13,38,30,6,5,15,19,NA,56,92,.609,23,43,.535,18,24,.750,8,36,34,9,7,9,17,2022,MIL
78,78,2022-04-03,,DAL,L,112,118,42,95,.442,15,40,.375,13,18,.722,10,36,25,9,1,9,22,NA,39,76,.513,16,38,.421,24,27,.889,2,38,28,7,3,12,20,2022,MIL
79,79,2022-04-05,@,CHI,W,127,106,46,87,.529,12,35,.343,23,25,.920,8,47,32,8,8,14,19,NA,42,98,.429,9,33,.273,13,13,1.000,13,42,22,8,2,14,21,2022,MIL
80,80,2022-04-07,,BOS,W,127,121,49,97,.505,14,38,.368,15,21,.714,14,48,27,13,5,11,19,NA,43,87,.494,21,50,.420,14,19,.737,8,44,30,8,4,16,15,2022,MIL
81,81,2022-04-08,@,DET,W,131,101,50,101,.495,11,37,.297,20,23,.870,10,51,29,7,1,7,20,NA,35,90,.389,10,48,.208,21,23,.913,9,43,27,6,5,11,22,2022,MIL
82,82,2022-04-10,@,CLE,L,115,133,39,88,.443,12,30,.400,25,32,.781,8,41,27,7,2,12,14,NA,51,94,.543,19,38,.500,12,17,.706,10,48,39,5,5,10,26,2022,MIL
1,1,2021-10-20,@,NOP,W,117,97,44,85,.518,13,25,.520,16,20,.800,6,47,24,9,5,12,11,NA,39,93,.419,13,30,.433,6,9,.667,10,44,28,5,6,13,16,2022,PHI
2,2,2021-10-22,,BRK,L,109,114,43,91,.473,14,36,.389,9,11,.818,5,35,17,8,9,8,21,NA,41,88,.466,12,38,.316,20,24,.833,11,47,26,6,6,12,16,2022,PHI
3,3,2021-10-24,@,OKC,W,115,103,41,88,.466,17,41,.415,16,20,.800,12,47,25,4,9,12,17,NA,40,84,.476,8,31,.258,15,19,.789,6,42,24,9,4,11,17,2022,PHI
4,4,2021-10-26,@,NYK,L,99,112,36,82,.439,12,41,.293,15,17,.882,12,40,24,9,4,14,14,NA,41,87,.471,16,37,.432,14,15,.933,13,45,24,7,5,12,18,2022,PHI
5,5,2021-10-28,,DET,W,110,102,38,76,.500,12,27,.444,22,24,.917,6,46,22,7,9,20,23,NA,35,86,.407,13,39,.333,19,27,.704,10,37,22,11,4,12,22,2022,PHI
6,6,2021-10-30,,ATL,W,122,94,46,86,.535,12,38,.316,18,19,.947,5,37,24,11,6,12,24,NA,36,95,.379,8,22,.364,14,19,.737,20,49,24,6,1,19,17,2022,PHI
7,7,2021-11-01,,POR,W,113,103,43,83,.518,13,36,.361,14,16,.875,7,34,34,11,6,10,18,NA,40,84,.476,12,34,.353,11,18,.611,13,45,21,5,2,14,15,2022,PHI
8,8,2021-11-03,,CHI,W,103,98,38,77,.494,12,28,.429,15,21,.714,5,35,24,9,4,14,15,NA,38,82,.463,6,21,.286,16,18,.889,9,47,19,11,4,15,17,2022,PHI
9,9,2021-11-04,@,DET,W,109,98,41,83,.494,12,32,.375,15,22,.682,15,49,22,8,3,12,17,NA,35,87,.402,11,36,.306,17,19,.895,12,41,21,6,2,11,18,2022,PHI
10,10,2021-11-06,@,CHI,W,114,105,43,81,.531,13,26,.500,15,19,.789,6,41,22,6,5,14,22,NA,37,92,.402,7,29,.241,24,30,.800,18,46,20,7,1,9,19,2022,PHI
11,11,2021-11-08,,NYK,L,96,103,35,91,.385,13,40,.325,13,16,.813,12,47,20,7,6,8,13,NA,40,91,.440,13,40,.325,10,13,.769,14,55,25,4,4,13,18,2022,PHI
12,12,2021-11-09,,MIL,L,109,118,42,103,.408,14,43,.326,11,12,.917,13,46,21,7,7,7,20,NA,44,95,.463,15,39,.385,15,21,.714,12,52,21,5,6,8,10,2022,PHI
13,13,2021-11-11,,TOR,L,109,115,40,88,.455,11,34,.324,18,19,.947,9,39,29,8,8,12,16,NA,42,96,.438,14,33,.424,17,17,1.000,16,47,25,10,7,11,18,2022,PHI
14,14,2021-11-13,@,IND,L,113,118,38,89,.427,12,23,.522,25,29,.862,18,46,16,11,2,14,22,NA,47,82,.573,14,28,.500,10,15,.667,7,37,33,7,10,15,21,2022,PHI
15,15,2021-11-16,@,UTA,L,85,120,33,90,.367,6,29,.207,13,17,.765,6,42,19,5,5,8,16,NA,46,89,.517,16,38,.421,12,19,.632,6,56,27,5,8,9,20,2022,PHI
16,16,2021-11-18,@,DEN,W,103,89,43,85,.506,11,29,.379,6,12,.500,6,45,22,5,7,9,18,NA,32,89,.360,12,36,.333,13,16,.813,10,46,22,6,4,10,14,2022,PHI
17,17,2021-11-20,@,POR,L,111,118,41,81,.506,10,28,.357,19,21,.905,3,32,24,7,4,11,24,NA,40,80,.500,15,34,.441,23,23,1.000,5,38,23,6,7,12,21,2022,PHI
18,18,2021-11-22,@,SAC,W,102,94,36,85,.424,9,32,.281,21,27,.778,11,45,19,9,6,7,20,NA,33,80,.413,7,31,.226,21,29,.724,11,49,17,4,0,13,19,2022,PHI
19,19,2021-11-24,@,GSW,L,96,116,34,80,.425,8,28,.286,20,22,.909,8,41,17,10,7,19,22,NA,42,80,.525,15,38,.395,17,24,.708,4,41,32,7,5,16,21,2022,PHI
20,20,2021-11-27,,MIN,L,120,121,39,93,.419,12,34,.353,30,39,.769,12,44,27,13,5,16,25,NA,48,96,.500,14,36,.389,11,16,.688,11,54,22,7,6,21,31,2022,PHI
21,21,2021-11-29,,ORL,W,101,96,39,97,.402,10,33,.303,13,18,.722,12,55,24,7,6,10,19,NA,37,90,.411,8,33,.242,14,18,.778,8,55,20,7,6,12,21,2022,PHI
22,22,2021-12-01,@,BOS,L,87,88,33,89,.371,8,31,.258,13,17,.765,8,46,20,7,9,7,17,NA,33,79,.418,11,28,.393,11,15,.733,4,46,18,5,8,13,15,2022,PHI
23,23,2021-12-03,@,ATL,W,98,96,38,81,.469,9,22,.409,13,17,.765,6,40,22,8,5,11,24,NA,31,76,.408,10,28,.357,24,30,.800,11,47,20,5,3,14,20,2022,PHI
24,24,2021-12-06,@,CHO,W,127,124,46,87,.529,15,36,.417,20,27,.741,8,49,28,6,9,15,19,NA,48,107,.449,16,46,.348,12,17,.706,13,42,31,6,6,8,18,2022,PHI
25,25,2021-12-08,@,CHO,W,110,106,36,75,.480,13,34,.382,25,30,.833,8,36,23,6,4,15,21,NA,39,80,.488,10,29,.345,18,21,.857,8,35,22,7,4,18,24,2022,PHI
26,26,2021-12-09,,UTA,L,96,118,38,88,.432,6,33,.182,14,15,.933,6,34,17,9,4,9,20,NA,43,91,.473,15,40,.375,17,24,.708,16,52,22,7,5,11,14,2022,PHI
27,27,2021-12-11,,GSW,W,102,93,35,76,.461,9,27,.333,23,26,.885,5,44,19,7,5,11,16,NA,34,85,.400,12,48,.250,13,18,.722,10,42,21,5,5,13,22,2022,PHI
28,28,2021-12-13,@,MEM,L,91,126,37,83,.446,4,22,.182,13,19,.684,5,38,22,5,10,15,19,NA,47,89,.528,14,34,.412,18,23,.783,11,50,29,12,6,9,20,2022,PHI
29,29,2021-12-15,,MIA,L,96,101,35,79,.443,12,37,.324,14,17,.824,4,35,26,9,5,11,19,NA,35,78,.449,18,44,.409,13,17,.765,9,44,25,5,3,16,18,2022,PHI
30,30,2021-12-16,@,BRK,L,105,114,39,89,.438,10,34,.294,17,20,.850,5,38,19,10,4,9,22,NA,44,89,.494,11,23,.478,15,16,.938,10,48,21,4,3,14,15,2022,PHI
31,31,2021-12-20,@,BOS,W,108,103,36,72,.500,10,25,.400,26,31,.839,2,34,20,11,7,15,23,NA,38,82,.463,7,27,.259,20,25,.800,11,42,16,9,5,18,23,2022,PHI
32,32,2021-12-23,,ATL,L,96,98,33,80,.413,6,27,.222,24,26,.923,8,38,20,8,7,8,13,NA,37,82,.451,7,24,.292,17,19,.895,11,46,20,5,4,10,19,2022,PHI
33,33,2021-12-26,@,WAS,W,117,96,43,86,.500,12,31,.387,19,22,.864,10,50,25,6,8,12,23,NA,35,90,.389,8,33,.242,18,28,.643,14,43,22,6,1,8,18,2022,PHI
34,34,2021-12-28,@,TOR,W,114,109,34,77,.442,14,30,.467,32,38,.842,8,42,23,6,4,8,18,NA,38,87,.437,15,41,.366,18,22,.818,9,43,24,7,5,10,24,2022,PHI
35,35,2021-12-30,@,BRK,W,110,102,42,100,.420,13,32,.406,13,20,.650,14,43,22,10,4,7,20,NA,37,81,.457,7,27,.259,21,27,.778,12,52,21,4,9,17,22,2022,PHI
36,36,2022-01-03,,HOU,W,133,113,50,96,.521,17,40,.425,16,17,.941,12,54,33,7,7,12,21,NA,37,89,.416,15,44,.341,24,33,.727,11,42,25,6,4,11,16,2022,PHI
37,37,2022-01-05,@,ORL,W,116,106,43,85,.506,12,28,.429,18,24,.750,10,42,26,8,4,15,16,NA,40,90,.444,12,39,.308,14,20,.700,14,47,22,9,3,19,30,2022,PHI
38,38,2022-01-07,,SAS,W,119,100,45,87,.517,8,23,.348,21,27,.778,12,49,28,7,4,13,18,NA,38,92,.413,9,30,.300,15,20,.750,11,39,22,6,6,12,21,2022,PHI
39,39,2022-01-10,@,HOU,W,111,91,43,94,.457,10,35,.286,15,18,.833,14,47,23,14,7,14,21,NA,30,77,.390,13,42,.310,18,27,.667,7,39,18,8,7,20,11,2022,PHI
40,40,2022-01-12,,CHO,L,98,109,34,73,.466,12,30,.400,18,28,.643,3,33,18,3,3,16,13,NA,46,89,.517,10,34,.294,7,8,.875,7,42,29,9,3,10,21,2022,PHI
41,41,2022-01-14,,BOS,W,111,99,38,85,.447,14,41,.341,21,25,.840,7,40,26,12,4,9,19,NA,37,78,.474,11,31,.355,14,18,.778,7,44,20,4,4,20,21,2022,PHI
42,42,2022-01-15,@,MIA,W,109,98,40,79,.506,13,32,.406,16,21,.762,6,43,24,5,5,15,22,NA,33,86,.384,9,35,.257,23,30,.767,12,43,24,10,4,10,18,2022,PHI
43,43,2022-01-17,@,WAS,L,98,117,35,86,.407,7,26,.269,21,25,.840,10,42,19,9,3,12,26,NA,42,87,.483,9,30,.300,24,32,.750,9,49,25,7,6,12,18,2022,PHI
44,44,2022-01-19,,ORL,W,123,110,45,83,.542,10,28,.357,23,27,.852,6,44,21,7,8,9,15,NA,40,90,.444,18,35,.514,12,16,.750,9,43,26,4,4,11,19,2022,PHI
45,45,2022-01-21,,LAC,L,101,102,38,91,.418,10,28,.357,15,21,.714,13,44,23,7,3,7,17,NA,40,87,.460,11,32,.344,11,15,.733,10,49,21,5,0,10,21,2022,PHI
46,46,2022-01-23,@,SAS,W,115,109,44,92,.478,7,16,.438,20,23,.870,13,47,22,5,3,10,19,NA,42,89,.472,10,30,.333,15,22,.682,12,43,30,4,5,8,15,2022,PHI
47,47,2022-01-25,,NOP,W,117,107,39,84,.464,10,31,.323,29,31,.935,14,44,26,4,8,10,22,NA,40,83,.482,9,22,.409,18,26,.692,11,39,26,5,7,8,25,2022,PHI
48,48,2022-01-27,,LAL,W,105,87,41,82,.500,13,35,.371,10,17,.588,3,41,30,8,5,14,14,NA,36,88,.409,6,29,.207,9,9,1.000,9,42,19,7,9,17,16,2022,PHI
49,49,2022-01-29,,SAC,W,103,101,36,70,.514,12,30,.400,19,26,.731,3,36,24,8,3,17,17,NA,36,82,.439,12,35,.343,17,20,.850,10,43,24,9,2,13,21,2022,PHI
50,50,2022-01-31,,MEM,W,122,119,49,100,.490,11,31,.355,13,15,.867,14,49,30,8,12,21,23,NA,47,102,.461,6,30,.200,19,28,.679,15,48,18,14,6,14,15,2022,PHI
51,51,2022-02-02,,WAS,L,103,106,41,91,.451,11,27,.407,10,13,.769,10,41,23,2,4,4,20,NA,41,90,.456,9,22,.409,15,19,.789,15,52,25,1,5,8,14,2022,PHI
52,52,2022-02-04,@,DAL,L,98,107,36,70,.514,9,27,.333,17,23,.739,6,36,23,5,5,13,22,NA,39,85,.459,10,34,.294,19,23,.826,11,40,22,8,0,10,18,2022,PHI
53,53,2022-02-06,@,CHI,W,119,108,45,84,.536,12,24,.500,17,21,.810,4,38,29,5,5,9,17,NA,39,81,.481,7,26,.269,23,26,.885,6,38,21,3,4,8,19,2022,PHI
54,54,2022-02-08,,PHO,L,109,114,41,89,.461,10,32,.313,17,18,.944,6,44,24,7,4,14,22,NA,43,95,.453,6,26,.231,22,24,.917,11,48,27,7,5,8,15,2022,PHI
55,55,2022-02-11,,OKC,W,100,87,36,93,.387,7,26,.269,21,26,.808,15,55,19,7,10,11,16,NA,35,90,.389,6,35,.171,11,12,.917,11,52,21,6,8,15,21,2022,PHI
56,56,2022-02-12,,CLE,W,103,93,38,79,.481,10,22,.455,17,21,.810,8,40,24,13,5,11,21,NA,36,77,.468,8,24,.333,13,15,.867,5,34,21,3,3,15,16,2022,PHI
57,57,2022-02-15,,BOS,L,87,135,23,80,.288,8,32,.250,33,39,.846,12,40,17,7,2,9,17,NA,46,82,.561,25,45,.556,18,22,.818,7,51,28,2,10,9,25,2022,PHI
58,58,2022-02-17,@,MIL,W,123,120,44,88,.500,12,34,.353,23,27,.852,9,46,21,2,2,12,23,NA,42,95,.442,14,44,.318,22,28,.786,12,44,20,5,1,7,22,2022,PHI
59,59,2022-02-25,@,MIN,W,133,102,42,82,.512,19,39,.487,30,36,.833,6,42,30,10,0,11,23,NA,36,86,.419,9,39,.231,21,25,.840,9,41,23,4,1,16,27,2022,PHI
60,60,2022-02-27,@,NYK,W,125,109,38,78,.487,10,33,.303,39,44,.886,5,43,28,13,5,10,26,NA,38,85,.447,11,33,.333,22,35,.629,12,47,21,6,2,18,24,2022,PHI
